Time [s],Value,Parity Error,Framing Error
5.204012000000000,0x18,,
5.205056000000000,0x01,,
5.206098000000000,0x43,,
5.207135000000000,0x33,,
5.208181000000000,0x01,,
5.209218000000000,0x48,,
5.210262000000000,0x01,,
5.211303000000000,0x45,,
5.212345000000000,0x35,,
6.513447000000000,0x01,,
6.514485000000000,0x44,,
6.515526000000000,0x31,,
6.516574000000000,0x40,,
6.517611000000000,0x38,,
6.518656000000000,0x53,,
6.519694000000000,0x01,,
6.520734000000000,0x44,,
6.521781000000000,0x31,,
6.522818000000000,0x48,,
6.523864000000000,0x38,,
6.524901000000000,0x54,,
6.525947000000000,0x01,,
6.526984000000000,0x44,,
6.528032000000000,0x31,,
6.529068000000000,0x50,,
6.530110000000000,0x38,,
6.531153000000000,0x41,,
6.532192000000000,0x01,,
6.533236000000000,0x44,,
6.534281000000000,0x31,,
6.535320000000000,0x58,,
6.536363000000000,0x38,,
6.537400000000000,0x52,,
6.538447000000000,0x01,,
6.539490000000000,0x44,,
6.540527000000000,0x31,,
6.541572000000000,0x60,,
6.542612000000000,0x38,,
6.543650000000000,0x54,,
12.743743000000000,0x1B,,
12.744788000000000,0x01,,
12.745827000000000,0x43,,
12.746871000000001,0x33,,
12.747907000000000,0x01,,
12.748950000000001,0x48,,
12.749991000000000,0x01,,
12.751032000000000,0x45,,
12.752076000000001,0x35,,
12.753118000000001,0x46,,
12.754165000000000,0x4F,,
12.755202000000001,0x30,,
12.756240999999999,0x01,,
12.757282000000000,0x42,,
12.758324000000000,0x30,,
12.759369000000000,0x35,,
12.760408999999999,0x54,,
12.761450999999999,0x30,,
12.793328000000001,0x46,,
12.794366000000000,0x49,,
12.795406000000000,0x37,,
14.417327999999999,0x46,,
14.418369000000000,0x4F,,
14.419416000000000,0x39,,
15.267405000000000,0x01,,
15.268447000000000,0x43,,
15.269491000000000,0x33,,
15.270526000000000,0x46,,
15.271572000000001,0x49,,
15.272615999999999,0x30,,
15.317296000000001,0x01,,
15.318341999999999,0x42,,
15.319383999999999,0x30,,
15.320423000000000,0x36,,
15.321463000000000,0x35,,
15.322505000000000,0x30,,
15.567290000000000,0x01,,
15.568327999999999,0x42,,
15.569375000000001,0x30,,
15.570411000000000,0x36,,
15.571457000000001,0x36,,
15.572498000000000,0x30,,
15.817174000000000,0x01,,
15.818215000000000,0x42,,
15.819259000000001,0x30,,
15.820297999999999,0x36,,
15.821348000000000,0x37,,
15.822381000000000,0x30,,
16.067267999999999,0x01,,
16.068314000000001,0x42,,
16.069354000000001,0x30,,
16.070392999999999,0x36,,
16.071435000000001,0x38,,
16.072476999999999,0x30,,
16.317374999999998,0x01,,
16.318408000000002,0x42,,
16.319448999999999,0x30,,
16.320489999999999,0x36,,
16.321529999999999,0x35,,
16.322573999999999,0x30,,
16.567250999999999,0x01,,
16.568297000000001,0x42,,
16.569334000000001,0x30,,
16.570381000000001,0x36,,
16.571417000000000,0x36,,
16.572461000000001,0x30,,
16.817242000000000,0x01,,
16.818283000000001,0x42,,
16.819324999999999,0x30,,
16.820367000000001,0x36,,
16.821414000000001,0x37,,
16.822450000000000,0x30,,
17.067342000000000,0x01,,
17.068397999999998,0x42,,
17.069421999999999,0x30,,
17.070471999999999,0x36,,
17.071504999999998,0x38,,
17.072547000000000,0x30,,
17.317332000000000,0x01,,
17.318386000000000,0x42,,
17.319410999999999,0x30,,
17.320454999999999,0x36,,
17.321494999999999,0x35,,
17.322535999999999,0x30,,
17.567216999999999,0x01,,
17.568256999999999,0x42,,
17.569299000000001,0x30,,
17.570340000000002,0x36,,
17.571382000000000,0x36,,
17.572434999999999,0x30,,
17.817205999999999,0x01,,
17.818248000000001,0x42,,
17.819289000000001,0x30,,
17.820330999999999,0x36,,
17.821373000000001,0x37,,
17.822414999999999,0x30,,
18.067098999999999,0x01,,
18.068140000000000,0x42,,
18.069175999999999,0x30,,
18.070222000000001,0x36,,
18.071259999999999,0x38,,
18.072303999999999,0x30,,
18.317188000000002,0x01,,
18.318230000000000,0x42,,
18.319272000000002,0x30,,
18.320312999999999,0x36,,
18.321355000000001,0x35,,
18.322396000000001,0x30,,
18.567076000000000,0x01,,
18.568117000000001,0x42,,
18.569158000000002,0x30,,
18.570201000000001,0x36,,
18.571242000000002,0x36,,
18.572289000000001,0x30,,
18.817171999999999,0x01,,
18.818211999999999,0x42,,
18.819255999999999,0x30,,
18.820295000000002,0x36,,
18.821338999999998,0x37,,
18.822379000000002,0x30,,
19.067270000000001,0x01,,
19.068307000000001,0x42,,
19.069348999999999,0x30,,
19.070391000000001,0x36,,
19.071435000000001,0x38,,
19.072483999999999,0x30,,
19.317153000000001,0x01,,
19.318193999999998,0x42,,
19.319240000000001,0x30,,
19.320281000000001,0x36,,
19.321318999999999,0x39,,
19.322361000000001,0x30,,
19.567159000000000,0x01,,
19.568187999999999,0x42,,
19.569227000000001,0x30,,
19.570271000000002,0x36,,
19.571310000000000,0x3A,,
19.572353000000000,0x30,,
19.817135000000000,0x01,,
19.818176000000001,0x42,,
19.819217999999999,0x30,,
19.820260000000001,0x36,,
19.821300999999998,0x3B,,
19.822343000000000,0x30,,
20.067022000000001,0x01,,
20.068062999999999,0x42,,
20.069110999999999,0x30,,
20.070146999999999,0x36,,
20.071187999999999,0x3C,,
20.072230000000001,0x30,,
20.317119000000002,0x01,,
20.318159000000001,0x42,,
20.319206000000001,0x30,,
20.320246000000001,0x36,,
20.321287999999999,0x3D,,
20.322324999999999,0x30,,
20.567218000000000,0x01,,
20.568254000000000,0x42,,
20.569303999999999,0x30,,
20.570340999999999,0x36,,
20.571379000000000,0x3E,,
20.572420000000001,0x30,,
20.817215000000001,0x01,,
20.818245999999998,0x42,,
20.819289000000001,0x30,,
20.820328000000000,0x36,,
20.821370000000002,0x3F,,
20.822412000000000,0x30,,
21.066987999999998,0x01,,
21.068028000000002,0x42,,
21.069068999999999,0x30,,
21.070111000000001,0x36,,
21.071158000000000,0x40,,
21.072203999999999,0x30,,
21.317186000000000,0x01,,
21.318227000000000,0x42,,
21.319268999999998,0x30,,
21.320309999999999,0x36,,
21.321359000000001,0x41,,
21.322393999999999,0x30,,
21.567084999999999,0x01,,
21.568117000000001,0x42,,
21.569156000000000,0x30,,
21.570197000000000,0x36,,
21.571238999999998,0x42,,
21.572281000000000,0x30,,
21.817063000000001,0x01,,
21.818104999999999,0x42,,
21.819147000000001,0x30,,
21.820188000000002,0x36,,
21.821232999999999,0x43,,
21.822272000000002,0x30,,
22.067057999999999,0x01,,
22.068096000000001,0x42,,
22.069139000000000,0x30,,
22.070184999999999,0x36,,
22.071221000000001,0x44,,
22.072263000000000,0x30,,
22.316942999999998,0x01,,
22.317983000000002,0x42,,
22.319025000000000,0x30,,
22.320069000000000,0x36,,
22.321114000000001,0x45,,
22.322164999999998,0x30,,
