Time [s], Analyzer Name, Decoded Protocol Result
3.446353580000000,SPI,MOSI: 0x1830000;  MISO: 0x3FEFFFF
3.454382680000000,SPI,MOSI: 0x1840000;  MISO: 0x3FEFFFF
3.458388740000000,SPI,MOSI: 0x1850000;  MISO: 0x3FEFFFF
3.462403800000000,SPI,MOSI: 0x1860000;  MISO: 0x3FEFFFF
3.466416840000000,SPI,MOSI: 0x1870000;  MISO: 0x3FEFFFF
3.474439960000000,SPI,MOSI: 0x1880000;  MISO: 0x3FEFFFF
3.478452000000000,SPI,MOSI: 0x1890000;  MISO: 0x3FEFFFF
3.482463060000000,SPI,MOSI: 0x18A0000;  MISO: 0x3FEFFFF
3.486474120000000,SPI,MOSI: 0x18B0000;  MISO: 0x3FEFFFF
3.494500220000000,SPI,MOSI: 0x18C0000;  MISO: 0x3FEFFFF
3.498508280000000,SPI,MOSI: 0x18D0000;  MISO: 0x3FEFFFF
3.502523340000000,SPI,MOSI: 0x18E0000;  MISO: 0x3FEFFFF
3.506536380000000,SPI,MOSI: 0x18F0000;  MISO: 0x3FEFFFF
3.514563500000000,SPI,MOSI: 0x1900000;  MISO: 0x3FE0010
3.518569560000000,SPI,MOSI: 0x1910000;  MISO: 0x3FEA707
3.522584600000000,SPI,MOSI: 0x1920000;  MISO: 0x3FEDA99
3.526596660000000,SPI,MOSI: 0x1930000;  MISO: 0x3FEB0CA
